64 64 15.265625 15.75
   0    0 7.4656105E-01 -1.7655937E+01 -1.2625912E-01 -1.0737446E-01
   0    1 1.0379823E+00 -1.7569771E+01 -1.2869522E-01 -8.2859099E-03
   0    2 9.4719374E-01 -1.7611456E+01 -1.3203207E-01 6.6976011E-02
   0    3 1.2429299E+00 -1.7782101E+01 -9.5096394E-02 3.1765017E-01
   0    4 7.5224823E-01 -1.8224785E+01 -1.2162542E-01 4.5591509E-01
   0    5 9.4021022E-01 -1.8628450E+01 -7.7965565E-02 3.5446060E-01
   0    6 1.0162767E+00 -1.9042677E+01 -7.8271747E-02 4.5423639E-01
   0    7 9.2298269E-01 -1.9521801E+01 -1.2364444E-01 4.6176851E-01
   0    8 8.1407911E-01 -2.0000902E+01 -1.8171173E-01 4.6154317E-01
   0    9 7.2958773E-01 -2.0428738E+01 -2.0255311E-01 3.5264757E-01
   0   10 9.9586666E-01 -2.0775358E+01 -1.6683856E-01 3.6993763E-01
   0   11 6.8895167E-01 -2.1231411E+01 -1.2041202E-01 4.6579319E-01
   0   12 4.1925177E-01 -2.1563999E+01 -1.4159210E-01 1.3625155E-01
   0   13 1.0760139E+00 -2.1642551E+01 -1.1481195E-01 1.3163611E-01
   0   14 6.3813597E-01 -2.1887140E+01 -8.5189417E-02 2.5081927E-01
   0   15 6.2758350E-01 -2.1974178E+01 -3.6788017E-02 -8.8946283E-02
   0   16 6.2786376E-01 -2.1784866E+01 -5.8520377E-02 -2.7448687E-01
   0   17 1.9054474E-01 -2.1300581E+01 -1.8337071E-01 -7.1113229E-01
   0   18 1.1163072E-01 -2.0349791E+01 -4.4572639E-01 -1.0699166E+00
   0   19 2.2323710E-01 -1.9241850E+01 -6.1684257E-01 -1.0063937E+00
   0   20 3.2195988E-01 -1.8367811E+01 -6.2617314E-01 -6.8079013E-01
   0   21 3.4140196E-01 -1.7834337E+01 -6.3985968E-01 -3.4105325E-01
   0   22 7.5227800E-03 -1.7601274E+01 -3.7020385E-01 -2.3315385E-01
   0   23 6.9816089E-01 -1.7121347E+01 -1.5240943E-01 -6.4640355E-01
   0   24 1.9089181E+00 -1.6738480E+01 -1.3313413E-01 1.0766786E-01
   0   25 2.9715705E-01 -1.7198578E+01 -2.7100262E-01 5.1942503E-01
   0   26 3.5969567E-01 -1.7516525E+01 -4.2386061E-01 1.5793973E-01
   0   27 2.1036117E-01 -1.7701742E+01 -5.0386846E-01 1.9313484E-01
   0   28 2.3904195E-01 -1.7827211E+01 -4.6389130E-01 5.9773922E-02
   0   29 1.8150292E-01 -1.7886765E+01 -3.4944373E-01 3.4124911E-02
   0   30 4.3121994E-02 -1.7788221E+01 -3.4715730E-01 -2.4205732E-01
   0   31 1.4165479E-02 -1.7430767E+01 -4.1817099E-01 -4.4574976E-01
   0   32 6.8510128E-03 -1.6839266E+01 -5.6098175E-01 -6.8241090E-01
   0   33 0.0000000E+00 -1.6153620E+01 -7.1657908E-01 -5.9062445E-01
   0   34 1.1239511E-01 -1.5624723E+01 -5.3439564E-01 -4.6677470E-01
